system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
245_1_250,-25.629237687824272,1.1046362852945102,-23.20151712288827,34.67474365234375,2020-09-10,296.9435679117839,37.71258471480023,-75.77961592134223,1,0,ASC,3314106.9166666665,102145.02408854169,298.12177658081055,0.0163895347574036,-2.1992594401041665,1.8445297082265215,-50.013273842903615,2.8703713922448277,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",25.68,26.14,25.2,3.85,10.9,9.96
245_1_265,-26.05514189187214,1.0857467629922262,-23.99743916349921,31.96218490600586,2020-09-10,296.5295054117839,38.18102449592077,-76.354758736145,1,0,ASC,1813897.9166666667,102105.39908854169,297.73798751831055,0.0171906548660179,-2.5262451171875,1.1985132694244385,-64.61917866153763,2.796130978530895,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",26.01,27.22,24.79,2.85,21.34,8.25
245_1_355,-26.872768899839127,1.1780249598197932,-22.81171436634921,33.957054138183594,2020-09-10,296.9343719482422,37.5492397986249,-75.86663133426741,1,0,ASC,3298486.833333333,102129.232421875,298.16181564331055,0.0151920605248392,-2.8350016276041665,2.131476322809855,-53.06257809379928,3.5468895589258618,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",25.68,26.14,25.2,3.85,10.9,9.96
245_1_497,-25.03627023370457,1.109181778788993,-22.57183692743242,30.660446166992188,2020-09-10,295.3023732503255,39.472392966361205,-76.88276342017048,1,0,ASC,1253505.3333333333,100200.44075520831,295.57075119018555,0.0107136127646943,-1.1414388020833333,-0.1425104935963948,-97.11664593688248,1.1503007344544829,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",24.29,27.89,21.38,1.38,13.41,8.37
245_2_88,-14.888406215390146,1.6480625858649485,-9.033883993899602,33.628414154052734,2020-09-10,297.0461069742839,37.26195866748024,-75.85615398810167,0,0,ASC,3790042.0833333335,102117.732421875,298.29267501831055,0.0122313741081635,-3.1536051432291665,2.231248458226522,-54.71971158037447,3.86311986375516,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",25.68,26.14,25.2,3.85,10.9,9.96
245_2_223,-27.213818564926417,1.9334557080492425,-14.075222127733024,35.57378005981445,2020-09-10,295.9676564534505,39.43068761301267,-76.02110498836194,0,0,ASC,1068005.4166666667,102093.94075520831,296.60143152872723,0.0112334292179525,-1.4681396484375,-0.3043757279713948,-101.7126711140437,1.4993594002414172,"{""type"":""Point"",""coordinates"":[-76.02110498836194,39.43068761301268]}",24.57,27.56,22.02,1.15,18.27,8.37
245_2_260,-19.630010714557493,2.967798943171182,-6.61433307661409,33.61927032470703,2020-09-10,297.0461069742839,37.271444156944106,-75.85993330772948,0,0,ASC,3790042.0833333335,102117.732421875,298.29267501831055,0.0122313741081635,-3.1536051432291665,2.231248458226522,-54.71971158037447,3.86311986375516,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",25.68,26.14,25.2,3.85,10.9,9.96
245_2_314,-27.197786326870457,1.5296498183376404,-17.78040045559439,33.63946533203125,2020-09-10,296.1672821044922,39.01773129010771,-76.26791445117814,0,0,ASC,1092998.6666666667,102176.857421875,297.24352137247723,0.014855386793234,-2.8518473307291665,0.6192692915598551,-77.74860826032365,2.9183090400531806,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",25.15,27.73,23.09,1.82,22.73,8.37
245_2_345,-24.596091750046902,1.4645206901974888,-16.794635893283385,35.433197021484375,2020-09-10,297.0125783284505,37.83678411747479,-75.67390991299865,0,0,ASC,3203261.583333333,102140.02408854169,298.09817632039386,0.0148170949999174,-1.7333984375,1.4962427616119385,-49.19974681591741,2.2898498956926328,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}",25.66,27.22,24.48,2.93,12.9,9.96
245_2_373,-25.483212852891555,1.484005725713133,-17.17191006163113,33.140750885009766,2020-09-10,296.4289194742839,38.35543659154401,-76.19548880398496,0,0,ASC,1691240.9166666667,102190.857421875,297.71080652872723,0.0173544842857798,-2.520345052083333,0.9650334517161052,-69.04828916167729,2.6987828264778995,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}",25.54,27.69,23.72,1.96,24.69,8.25
245_2_463,-26.50639727592762,1.543552585611885,-17.172331881015978,35.748817443847656,2020-09-10,296.0076141357422,39.241493233208,-75.94378863058327,0,0,ASC,1195985.9166666667,102096.52408854169,296.80292892456055,0.0138428639107625,-1.5274658203125,0.0823633670806884,-86.91351021167554,1.5296847899027457,"{""type"":""Point"",""coordinates"":[-75.94378863058327,39.241493233208004]}",25.15,27.73,23.09,1.82,22.73,8.49
246_1_7,-29.168778506220377,1.254374336359139,-23.253647384786007,41.85036087036133,2020-09-15,286.8354949951172,37.07854447316908,-76.33926388459538,1,0,ASC,4889639.416666667,102244.9677734375,294.26233927408856,1.3516843310412696e-05,-2.6590747833251958,-5.582050323486328,-154.5286601095398,6.183038453483025,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",20.17,21.86,18.71,4.08,0.01,16.33
246_1_11,-25.104666475077,1.0455240368689482,-24.01156318725913,45.23043441772461,2020-09-15,279.8307749430339,39.68334252710496,-76.19965432641052,1,0,ASC,5963968.166666667,101382.13444010416,289.4036966959636,1.901388159808448e-06,-0.3733895619710286,-1.456684112548828,-165.62300419659854,1.5037780317390874,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",15.08,20.95,9.75,1.36,0.0,18.71
246_1_133,-29.12575940925371,1.1748007168641588,-24.792085152107973,45.43210983276367,2020-09-15,281.4337209065755,39.15744350954389,-76.0593068740037,1,0,ASC,5765804.166666667,102277.8427734375,290.8735860188802,9.321918004919402e-07,-1.1730721791585286,-3.190814971923828,-159.81453804397347,3.399617408263612,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",16.15,20.6,11.66,2.16,0.0,18.71
246_1_139,-29.55510140639501,1.2701353551302428,-23.269253380766145,44.61156845092773,2020-09-15,281.9644012451172,39.03327481911461,-76.18847968650985,1,0,ASC,6199196.583333333,102416.67610677084,291.45081583658856,2.324581060975106e-07,-1.498837153116862,-4.295144399007161,-160.7630133391152,4.5491513735955245,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",16.15,20.6,11.66,2.16,0.0,18.71
246_1_174,-27.382563746740665,1.2240883405485763,-22.369761102755987,44.07442855834961,2020-09-15,283.4522755940755,38.44010665176987,-76.15474780086846,1,0,ASC,5809829.916666667,102423.05110677084,292.4868672688802,4.702558034826628e-07,-1.7731698354085286,-5.136005401611328,-160.95312538045474,5.433477960807741,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",17.09,20.75,13.53,2.34,0.0,18.91
246_1_187,-28.89708555110008,0.977928360675452,-29.549286750556,41.55289459228516,2020-09-15,285.7366180419922,37.63261430195355,-76.51771839296354,1,0,ASC,5576401.166666667,102193.0927734375,293.4173685709636,2.1755694490366293e-07,-1.6099618275960286,-3.859312693277994,-157.35591630369575,4.181658947213772,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",19.41,21.25,17.48,3.65,0.0,16.33
246_1_192,-29.354208670571325,1.264557578372023,-23.21302657357967,44.92335891723633,2020-09-15,281.2634735107422,39.39199763548393,-76.21323492350629,1,0,ASC,6207930.083333333,102371.7177734375,290.4765319824219,5.876024478842131e-07,-0.939510981241862,-2.717426300048828,-160.9279109381749,2.875254176602672,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",15.08,20.95,9.75,1.36,0.0,18.71
246_1_250,-26.45864049335146,1.0384057662419208,-25.480059292339583,45.104766845703125,2020-09-15,285.8794403076172,37.71258471480023,-75.77961592134223,1,0,ASC,5663196.833333333,102305.8427734375,293.6909688313802,7.78213134822181e-07,-2.158057530721029,-5.622659047444661,-159.00247849122,6.022583089481875,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",20.45,21.82,19.06,5.59,0.03,16.2
246_1_265,-30.171821945630725,1.354693770932544,-22.272060736546425,42.8906364440918,2020-09-15,284.1600392659505,38.18102449592077,-76.354758736145,1,0,ASC,5976125.5,102346.42610677084,292.8085632324219,1.3870496691955245e-07,-1.8895435333251955,-5.302387237548828,-160.38611175611172,5.629003924430303,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",18.85,20.74,16.59,3.53,0.0,18.91
246_1_290,-29.995779196851625,1.2274289369773077,-24.43789476783875,43.93124771118164,2020-09-15,282.3448537190755,38.73392230176207,-76.24842717678327,1,0,ASC,6020696.25,102403.80110677084,291.9966328938802,6.968776299724292e-07,-1.4416268666585286,-4.160989125569661,-160.89071510397636,4.403648319947979,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",17.09,20.75,13.53,2.34,0.0,18.91
246_1_301,-28.025053827019093,1.1696671605622475,-23.959853513838688,40.378902435302734,2020-09-15,287.1378224690755,37.199262478617065,-76.65976736977741,1,0,ASC,4957605.5,102210.67610677084,293.5887552897136,1.2132897964534097e-05,-1.425920486450195,-2.9170926411946616,-153.94989235895545,3.246949138959588,"{""type"":""Point"",""coordinates"":[-76.65976736977741,37.199262478617065]}",17.83,22.22,14.9,1.06,0.0,16.33
246_1_313,-29.29784769218328,1.0865584712367775,-26.963894229120445,44.86785125732422,2020-09-15,281.2634735107422,39.38696392935898,-76.22444844690204,1,0,ASC,6207930.083333333,102371.7177734375,290.4765319824219,5.876024478842131e-07,-0.939510981241862,-2.717426300048828,-160.9279109381749,2.875254176602672,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",15.08,20.95,9.75,1.36,0.0,18.71
246_1_332,-28.07722400685669,1.0960252241444126,-25.6173155401369,45.72248077392578,2020-09-15,281.5240529378255,39.38555439127583,-76.04693847405206,1,0,ASC,6043500.0,102323.67610677084,290.4526062011719,7.099161460170459e-07,-0.8078378041585287,-2.369647979736328,-161.17521924359465,2.5035641525026144,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",15.08,20.95,9.75,1.36,0.0,18.71
246_1_365,-26.96131771185384,1.1379513396812424,-23.692856426889144,41.43265151977539,2020-09-15,286.9175262451172,37.2410421049897,-76.45859039341433,1,0,ASC,4841514.416666667,102260.30110677084,293.9636739095052,1.021623610597544e-05,-2.169287999471029,-4.587380727132161,-154.6913939531218,5.074433205818421,"{""type"":""Point"",""coordinates"":[-76.45859039341433,37.2410421049897]}",20.17,21.86,18.71,4.08,0.01,16.33
246_1_384,-23.74298254882896,1.042603440377955,-22.772783619649168,40.72245788574219,2020-09-15,285.7954559326172,37.8070165520791,-76.72082444657929,1,0,ASC,5854638.833333333,102210.2177734375,292.8328959147136,7.102885983082767e-08,-0.8363615671793619,-2.0413602193196616,-157.7206961216263,2.2060490058191213,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",16.76,20.88,13.22,0.77,0.0,16.33
246_1_396,-26.75687881254456,1.1686344849432346,-22.895849093349533,41.30258560180664,2020-09-15,285.8484344482422,37.66804204662815,-76.5763059713333,1,0,ASC,5679045.166666667,102222.05110677084,293.0629577636719,1.2256204229288414e-07,-1.124203364054362,-2.7212918599446616,-157.5538022214432,2.944361151549215,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}",17.09,21.64,13.88,0.81,0.0,16.33
246_1_430,-29.711427287087982,1.1911744333506276,-24.94296927068304,43.076168060302734,2020-09-15,284.3985646565755,37.93494008897799,-76.26374325371324,1,0,ASC,5709825.333333333,102265.42610677084,293.1243184407552,7.102885983082767e-08,-1.7292245229085286,-4.823098500569661,-160.2757305038925,5.123719020089367,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}",18.85,20.74,16.59,3.53,0.0,16.33
246_1_438,-27.252896134410165,1.0447307243223176,-26.086048299276563,44.06383514404297,2020-09-15,280.8166147867839,39.38341433265008,-76.39936747439695,1,0,ASC,6002648.25,101894.50944010416,290.0586446126302,1.5226503127981534e-06,-0.8508472442626953,-2.433409372965494,-160.72770209710808,2.57787164333404,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",15.08,20.95,9.75,1.36,0.0,18.71
246_1_440,-27.96605706822708,1.1151860226014414,-25.077481694927883,41.40247344970703,2020-09-15,285.8265431722005,37.64830399387009,-76.5517764640962,1,0,ASC,5334644.583333333,102153.42610677084,293.1762390136719,2.0141402027699465e-07,-1.264340082804362,-3.000019073486328,-157.14730076390975,3.2555599036521365,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}",19.41,21.25,17.48,3.65,0.0,16.33
246_1_480,-26.513044961511277,1.0760812260171604,-24.63851642467784,39.43634033203125,2020-09-15,284.6977996826172,38.097455177413615,-77.03824758957788,1,0,ASC,5834572.75,102096.9677734375,292.08997599283856,1.473973109492969e-07,-0.9015878041585288,-2.065245310465494,-156.4162088743069,2.253463725247672,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",16.76,20.88,13.22,0.77,0.0,18.95
246_1_497,-27.80191450353788,1.1314340461739958,-24.572280282312104,41.85604095458984,2020-09-15,279.6113739013672,39.472392966361205,-76.88276342017048,1,0,ASC,5801971.666666667,100421.30110677084,289.0813496907552,1.1374801388797096e-05,-0.5759449005126953,-1.347187042236328,-156.85248525966378,1.465136667753573,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",14.71,21.06,8.97,1.66,0.0,18.71
246_2_244,-27.288572766180597,1.6492751004839343,-16.545798064964124,39.963829040527344,2020-09-15,287.2734018961589,37.15004519356479,-76.73030072712079,0,0,ASC,4812341.666666667,102199.3427734375,293.5729675292969,1.959713795921895e-05,-1.354631423950195,-2.732847849527994,-153.6330794466204,3.050161252036213,"{""type"":""Point"",""coordinates"":[-76.73030072712079,37.15004519356479]}",17.83,22.22,14.9,1.06,0.0,16.33
246_2_380,-30.48854013886289,1.7359105682351903,-17.563427918904257,38.91318130493164,2020-09-15,286.6180470784505,37.24284776800184,-76.95327287122218,0,0,ASC,5037181.5,102130.30110677084,293.1598815917969,7.173915695564877e-06,-1.023007074991862,-1.8755887349446612,-151.39051329841587,2.136440164885205,"{""type"":""Point"",""coordinates"":[-76.95327287122218,37.24284776800184]}",17.83,22.22,14.9,1.06,0.0,16.33
247_1_33,-23.208668744937352,1.0464767460207705,-22.177911581110955,35.54813003540039,2020-09-22,280.0138816833496,39.36853550007995,-76.01059248597983,1,0,ASC,5866764.332608788,102102.796875,288.0514386494954,2.5282302843857945e-07,1.080251693725586,-1.4279441038767495,142.8921889091921,1.7905217355825007,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",14.53,22.73,6.57,1.78,0.0,19.57
247_1_102,-30.2224850126213,1.3624431494431923,-22.182565947777505,38.9146842956543,2020-09-22,280.2066713968913,38.405178497515976,-75.15427952171069,1,0,ASC,5608723.999275454,102167.63020833331,289.2426007588704,5.930662090314343e-07,1.081716537475586,-3.5907045205434165,163.23482644520456,3.750102614769241,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",17.13,20.39,14.4,5.7,0.0,20.9
247_1_353,-28.278224944893587,1.1766199991059445,-24.033438974673917,37.73849105834961,2020-09-22,279.9447898864746,38.09823983370037,-75.31005489957126,1,0,ASC,5711250.082608788,102208.71354166669,288.9446678161621,2.5282302843857945e-07,1.392182032267253,-3.180873791376749,156.36231127779993,3.4721936708132044,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",18.05,20.03,16.29,6.71,0.0,20.9
247_1_438,-24.041953304576296,0.964488912011952,-24.927143282989203,33.39968490600586,2020-09-22,279.1774559020996,39.38341433265008,-76.39936747439695,1,0,ASC,5802248.082608788,101679.421875,287.7711652119954,2.5282302843857945e-07,1.3392442067464192,-1.645920991897583,140.86562414838485,2.121940375428341,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",14.53,22.73,6.57,1.78,0.0,19.57
247_2_38,-26.611263301557937,1.8167071415291876,-14.648075462046286,31.47529411315918,2020-09-22,280.4302228291829,38.05463005904797,-76.4054840714764,0,0,ASC,6046657.665942121,102322.921875,289.8073794047038,6.464620366427217e-07,0.925954818725586,-3.7436179320017495,166.10716717036075,3.856431971022721,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",16.43,19.49,13.49,3.71,0.0,20.56
247_2_88,-16.875656541833095,1.9683083439634244,-8.573685415493358,33.62716293334961,2020-09-22,280.6400210062663,37.26195866748024,-75.85615398810167,0,0,ASC,6142979.249275454,102235.00520833331,290.5223859151204,2.7903666034075534e-06,0.2013861338297526,-7.20589820543925,178.39914851654402,7.208711765776982,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",17.78,19.58,15.84,6.05,0.0,20.88
247_2_260,-16.301996591007246,1.8782544278325053,-8.679333507452265,33.618019104003906,2020-09-22,280.6400210062663,37.271444156944106,-75.85993330772948,0,0,ASC,6142979.249275454,102235.00520833331,290.5223859151204,2.7903666034075534e-06,0.2013861338297526,-7.20589820543925,178.39914851654402,7.208711765776982,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",17.78,19.58,15.84,6.05,0.0,20.88
247_2_290,-27.48895343815849,1.7139085986271692,-16.038751109701522,31.49845123291016,2020-09-22,280.9677391052246,38.324072942159816,-76.46700986921343,0,0,ASC,5790141.582608788,102174.546875,289.3479067484538,3.751367265714123e-07,1.0549424489339192,-2.854905366897583,159.71975892178517,3.043581479852859,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}",14.86,19.84,9.77,2.74,0.0,20.56
247_2_314,-24.712122120107743,1.730320932788373,-14.281814229851983,33.63819885253906,2020-09-22,279.8298810323079,39.01773129010771,-76.26791445117814,0,0,ASC,6142190.582608788,102253.33854166669,289.0998598734538,2.5282302843857945e-07,1.471242904663086,-2.7858949502309165,152.16127629296156,3.150518426901134,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",14.98,21.58,8.06,2.68,0.0,19.57
